serie,modelo,repeticao,mae,qtd_deteccoes
IXIC,WinKS - Retrain Unique,17,0.007736829927163961,22
IXIC,WinKS - Retrain Unique,18,0.007565108498593972,22
IXIC,WinKS - Retrain Unique,19,0.007367886834346464,20
IXIC,WinKS - Retrain Unique,20,0.007594097074007016,20
IXIC,WinKS - Retrain Unique,21,0.007748347362410178,21
IXIC,WinKS - Retrain Unique,22,0.007947101417359038,23
IXIC,WinKS - Retrain Unique,23,0.007482943310490088,22
IXIC,WinKS - Retrain Unique,24,0.007617190884998856,21
IXIC,WinKS - Retrain Unique,25,0.007396751278552591,20
IXIC,WinKS - Retrain Unique,26,0.007548137644978729,23
IXIC,WinKS - Retrain Unique,27,0.0076100686697691535,21
IXIC,WinKS - Retrain Unique,28,0.007601323700896973,22
IXIC,WinKS - Retrain Unique,29,0.007661682612115608,20
IXIC,WinKS - Retrain Unique,30,0.007371395797026805,24
IXIC,WinKS - Retrain Incremental,1,0.008244869617505332,21
IXIC,WinKS - Retrain Incremental,2,0.008782307714229465,20
IXIC,WinKS - Retrain Incremental,3,0.008333103783534327,24
IXIC,WinKS - Retrain Incremental,4,0.008178279162782465,19
IXIC,WinKS - Retrain Incremental,5,0.00816543481062094,20
IXIC,WinKS - Retrain Incremental,6,0.008503269431382481,21
IXIC,WinKS - Retrain Incremental,7,0.008442637334533118,21
IXIC,WinKS - Retrain Incremental,8,0.008527315667388357,23
IXIC,WinKS - Retrain Incremental,9,0.008248564234581417,20
IXIC,WinKS - Retrain Incremental,10,0.008351607355641187,22
IXIC,WinKS - Retrain Incremental,11,0.008360160413606299,22
IXIC,WinKS - Retrain Incremental,12,0.008438041104857139,22
IXIC,WinKS - Retrain Incremental,13,0.008124026761026274,21
IXIC,WinKS - Retrain Incremental,14,0.008739695662416516,20
IXIC,WinKS - Retrain Incremental,15,0.00815705185889078,24
IXIC,WinKS - Retrain Incremental,16,0.008327719442522924,20
IXIC,WinKS - Retrain Incremental,17,0.008479182588663241,22
IXIC,WinKS - Retrain Incremental,18,0.008337855525312311,22
IXIC,WinKS - Retrain Incremental,19,0.008069450051237076,20
IXIC,WinKS - Retrain Incremental,20,0.008252527437174887,20
IXIC,WinKS - Retrain Incremental,21,0.012958626537206731,21
IXIC,WinKS - Retrain Incremental,22,0.008651308809776631,23
IXIC,WinKS - Retrain Incremental,23,0.009216449758830472,22
IXIC,WinKS - Retrain Incremental,24,0.008389794860999188,21
IXIC,WinKS - Retrain Incremental,25,0.007959798764915678,20
IXIC,WinKS - Retrain Incremental,26,0.008298855348684523,23
IXIC,WinKS - Retrain Incremental,27,0.008279125797184686,21
IXIC,WinKS - Retrain Incremental,28,0.008987150334558294,22
IXIC,WinKS - Retrain Incremental,29,0.008312527171363849,20
IXIC,WinKS - Retrain Incremental,30,0.008287494579631443,24
DJI,LR + KSWIN,1,0.012521933867898653,13
DJI,LR + KSWIN,2,0.014395124101149102,14
DJI,LR + KSWIN,3,0.013825065177698562,12
DJI,LR + KSWIN,4,0.01371456644568996,15
DJI,LR + KSWIN,5,0.013848954724468034,14
DJI,LR + KSWIN,6,0.013046471512009376,14
DJI,LR + KSWIN,7,0.012509974156451867,15
DJI,LR + KSWIN,8,0.013618129479527194,15
DJI,LR + KSWIN,9,0.013321222700461596,15
DJI,LR + KSWIN,10,0.014196183426021304,13
DJI,LR + KSWIN,11,0.013619872285940408,14
DJI,LR + KSWIN,12,0.01257745362602004,13
DJI,LR + KSWIN,13,0.01380731036292183,15
DJI,LR + KSWIN,14,0.013253109144862513,13
DJI,LR + KSWIN,15,0.013314393127112625,13
DJI,LR + KSWIN,16,0.013205180631489757,15
DJI,LR + KSWIN,17,0.013218187343390538,15
DJI,LR + KSWIN,18,0.01392791115534405,13
DJI,LR + KSWIN,19,0.013432225383840871,12
DJI,LR + KSWIN,20,0.013395791759265852,15
DJI,LR + KSWIN,21,0.013290612609583505,15
DJI,LR + KSWIN,22,0.012939083656359967,14
DJI,LR + KSWIN,23,0.013547217038063865,13
DJI,LR + KSWIN,24,0.013999381183706543,12
DJI,LR + KSWIN,25,0.01276839181949473,16
DJI,LR + KSWIN,26,0.013546901283365519,14
DJI,LR + KSWIN,27,0.012869844868433886,14
DJI,LR + KSWIN,28,0.013741635054013525,14
DJI,LR + KSWIN,29,0.01375487489165704,14
DJI,LR + KSWIN,30,0.01311221193712693,13
DJI,WinKS - Retrain Unique,1,0.011765571205790916,13
DJI,WinKS - Retrain Unique,2,0.012464819750783736,14
DJI,WinKS - Retrain Unique,3,0.013230294136565792,12
DJI,WinKS - Retrain Unique,4,0.012229843274063975,15
DJI,WinKS - Retrain Unique,5,0.011981625735713868,14
DJI,WinKS - Retrain Unique,6,0.011886539492496326,14
DJI,WinKS - Retrain Unique,7,0.011648107700499693,15
DJI,WinKS - Retrain Unique,8,0.012194042926365046,15
DJI,WinKS - Retrain Unique,9,0.011977411843681379,15
DJI,WinKS - Retrain Unique,10,0.012411530522911626,13
DJI,WinKS - Retrain Unique,11,0.012216152825698948,14
DJI,WinKS - Retrain Unique,12,0.01193005289630492,13
DJI,WinKS - Retrain Unique,13,0.012086443187324936,15
DJI,WinKS - Retrain Unique,14,0.012461597279603262,13
DJI,WinKS - Retrain Unique,15,0.01170488918600101,13
DJI,WinKS - Retrain Unique,16,0.012102711369538572,15
DJI,WinKS - Retrain Unique,17,0.011851369031073868,15
DJI,WinKS - Retrain Unique,18,0.01243094740143719,13
DJI,WinKS - Retrain Unique,19,0.012294629172197423,12
DJI,WinKS - Retrain Unique,20,0.011904092159488051,15
DJI,WinKS - Retrain Unique,21,0.012219775353444614,15
DJI,WinKS - Retrain Unique,22,0.011823183472927674,14
DJI,WinKS - Retrain Unique,23,0.012659222255166807,13
DJI,WinKS - Retrain Unique,24,0.012440413615026994,13
DJI,WinKS - Retrain Unique,25,0.01174196216556008,16
DJI,WinKS - Retrain Unique,26,0.012238182656845406,14
DJI,WinKS - Retrain Unique,27,0.011824359243519149,14
DJI,WinKS - Retrain Unique,28,0.012653594066279134,14
DJI,WinKS - Retrain Unique,29,0.011806637988704106,14
DJI,WinKS - Retrain Unique,30,0.011757273226145178,13
DJI,WinKS - Retrain Incremental,1,0.012834832526867348,13
DJI,WinKS - Retrain Incremental,2,0.013442430840029782,14
DJI,WinKS - Retrain Incremental,3,0.014066932060931753,12
DJI,WinKS - Retrain Incremental,4,0.0152317192772222,15
DJI,WinKS - Retrain Incremental,5,0.013471445208436909,14
DJI,WinKS - Retrain Incremental,6,0.01297011795495535,14
DJI,WinKS - Retrain Incremental,7,0.012819123225753347,15
DJI,WinKS - Retrain Incremental,8,0.014731018437628671,15
DJI,WinKS - Retrain Incremental,9,0.013719174694866849,15
DJI,WinKS - Retrain Incremental,10,0.013784051732947455,13
DJI,WinKS - Retrain Incremental,11,0.02049790962926903,14
DJI,WinKS - Retrain Incremental,12,0.01364988685753338,13
DJI,WinKS - Retrain Incremental,13,0.013286692899188738,15
DJI,WinKS - Retrain Incremental,14,0.01346450685061939,13
DJI,WinKS - Retrain Incremental,15,0.013247177963942477,13
DJI,WinKS - Retrain Incremental,16,0.013505695819472183,15
DJI,WinKS - Retrain Incremental,17,0.013763031282687825,15
DJI,WinKS - Retrain Incremental,18,0.013576476071762524,13
DJI,WinKS - Retrain Incremental,19,0.013436381138191008,12
DJI,WinKS - Retrain Incremental,20,0.013239268320579228,15
DJI,WinKS - Retrain Incremental,21,0.013408514139410526,15
DJI,WinKS - Retrain Incremental,22,0.013341152114573242,14
DJI,WinKS - Retrain Incremental,23,0.015238347762630193,13
DJI,WinKS - Retrain Incremental,24,0.013329328749650692,13
DJI,WinKS - Retrain Incremental,25,0.0127491522729131,16
DJI,WinKS - Retrain Incremental,26,0.013559230935303318,14
DJI,WinKS - Retrain Incremental,27,0.013751127071633635,14
DJI,WinKS - Retrain Incremental,28,0.014214959202479175,14
DJI,WinKS - Retrain Incremental,29,0.013526020681155625,14
DJI,WinKS - Retrain Incremental,30,0.012854029674288331,13
GSPC,LR + KSWIN,1,0.00607051875963226,37
GSPC,LR + KSWIN,2,0.0055148998007746915,40
GSPC,LR + KSWIN,3,0.006347973347788579,37
GSPC,LR + KSWIN,4,0.00579378055110657,39
GSPC,LR + KSWIN,5,0.005783559563466529,39
GSPC,LR + KSWIN,6,0.005592820076663025,39
GSPC,LR + KSWIN,7,0.0054743285184769026,36
GSPC,LR + KSWIN,8,0.005539000060965307,36
GSPC,LR + KSWIN,9,0.005613016653383602,37
GSPC,LR + KSWIN,10,0.005643557390564026,36
GSPC,LR + KSWIN,11,0.00572535624736805,41
GSPC,LR + KSWIN,12,0.0054429068002434635,38
GSPC,LR + KSWIN,13,0.00546098991156111,37
GSPC,LR + KSWIN,14,0.006368240988261764,37
GSPC,LR + KSWIN,15,0.005717381300679155,39
GSPC,LR + KSWIN,16,0.005382812042208237,36
GSPC,LR + KSWIN,17,0.005989674696391533,37
GSPC,LR + KSWIN,18,0.005512819823277438,39
GSPC,LR + KSWIN,19,0.00549374669638254,38
GSPC,LR + KSWIN,20,0.0052779672557443464,41
GSPC,LR + KSWIN,21,0.005567708499138498,39
GSPC,LR + KSWIN,22,0.0056548651935553335,37
GSPC,LR + KSWIN,23,0.005566569767876309,42
GSPC,LR + KSWIN,24,0.0056715776070401305,30
GSPC,LR + KSWIN,25,0.005559313466829309,37
GSPC,LR + KSWIN,26,0.005605672157746905,38
GSPC,LR + KSWIN,27,0.005371893188613079,43
GSPC,LR + KSWIN,28,0.005486179221432613,40
GSPC,LR + KSWIN,29,0.005992987634592695,33
GSPC,LR + KSWIN,30,0.0056552960188806355,41
GSPC,WinKS - Retrain Unique,1,0.0053220872179183636,37
GSPC,WinKS - Retrain Unique,2,0.004966802875652201,40
GSPC,WinKS - Retrain Unique,3,0.005825454348071769,37
GSPC,WinKS - Retrain Unique,4,0.005120137087899999,39
GSPC,WinKS - Retrain Unique,5,0.005095958372143268,39
GSPC,WinKS - Retrain Unique,6,0.005142480490998179,39
GSPC,WinKS - Retrain Unique,7,0.005229276162272571,36
GSPC,WinKS - Retrain Unique,8,0.0049171615850784845,36
GSPC,WinKS - Retrain Unique,9,0.004832341086104562,37
GSPC,WinKS - Retrain Unique,10,0.005232618642577792,36
GSPC,WinKS - Retrain Unique,11,0.005007728752148045,41
GSPC,WinKS - Retrain Unique,12,0.005312549272294093,36
GSPC,WinKS - Retrain Unique,13,0.004840967873792932,37
GSPC,WinKS - Retrain Unique,14,0.005469962667709414,37
GSPC,WinKS - Retrain Unique,15,0.005073357124077618,39
GSPC,WinKS - Retrain Unique,16,0.004910355399857326,36
GSPC,WinKS - Retrain Unique,17,0.005294374048420534,37
GSPC,WinKS - Retrain Unique,18,0.004887083671937846,39
GSPC,WinKS - Retrain Unique,19,0.004924563160467518,38
GSPC,WinKS - Retrain Unique,20,0.004877039398270446,41
GSPC,WinKS - Retrain Unique,21,0.005184685791894784,39
GSPC,WinKS - Retrain Unique,22,0.005335099071248484,37
GSPC,WinKS - Retrain Unique,23,0.0049241676084679446,42
GSPC,WinKS - Retrain Unique,24,0.005032336947028882,31
GSPC,WinKS - Retrain Unique,25,0.005010854191425058,37
GSPC,WinKS - Retrain Unique,26,0.004961997470946814,38
GSPC,WinKS - Retrain Unique,27,0.004872707132041629,43
GSPC,WinKS - Retrain Unique,28,0.0049190096770323705,40
GSPC,WinKS - Retrain Unique,29,0.005651513623786881,33
GSPC,WinKS - Retrain Unique,30,0.005225584404156469,41
GSPC,WinKS - Retrain Incremental,1,0.005959092923214082,37
GSPC,WinKS - Retrain Incremental,2,0.005811694749708614,40
GSPC,WinKS - Retrain Incremental,3,0.006112885507769625,37
GSPC,WinKS - Retrain Incremental,4,0.006071635201896538,39
GSPC,WinKS - Retrain Incremental,5,0.006006965789222907,39
GSPC,WinKS - Retrain Incremental,6,0.005778215218884839,39
GSPC,WinKS - Retrain Incremental,7,0.005777954361273956,36
GSPC,WinKS - Retrain Incremental,8,0.005607001524939535,36
GSPC,WinKS - Retrain Incremental,9,0.005379593652919674,37
GSPC,WinKS - Retrain Incremental,10,0.005949593411875201,36
GSPC,WinKS - Retrain Incremental,11,0.00595236268350536,41
GSPC,WinKS - Retrain Incremental,12,0.00557598567585971,36
GSPC,WinKS - Retrain Incremental,13,0.009849598342570536,37
GSPC,WinKS - Retrain Incremental,14,0.005787633329155681,37
GSPC,WinKS - Retrain Incremental,15,0.005709731080548193,39
GSPC,WinKS - Retrain Incremental,16,0.005561870503334674,36
GSPC,WinKS - Retrain Incremental,17,0.005840676440324782,37
GSPC,WinKS - Retrain Incremental,18,0.005742579758688155,39
GSPC,WinKS - Retrain Incremental,19,0.005428161417023893,38
GSPC,WinKS - Retrain Incremental,20,0.005514547429841822,41
GSPC,WinKS - Retrain Incremental,21,0.0055926695549269965,39
GSPC,WinKS - Retrain Incremental,22,0.005675482714911702,37
GSPC,WinKS - Retrain Incremental,23,0.00554001923934044,42
GSPC,WinKS - Retrain Incremental,24,0.00554796859293337,31
GSPC,WinKS - Retrain Incremental,25,0.005595653135798341,37
GSPC,WinKS - Retrain Incremental,26,0.005471473163451335,38
GSPC,WinKS - Retrain Incremental,27,0.00561361675486506,43
GSPC,WinKS - Retrain Incremental,28,0.005830516984335209,40
GSPC,WinKS - Retrain Incremental,29,0.0062911024292539594,33
GSPC,WinKS - Retrain Incremental,30,0.005983417080943816,41
BVSP,LR + KSWIN,1,0.01647742484520074,13
BVSP,LR + KSWIN,2,0.016000152468379637,15
BVSP,LR + KSWIN,3,0.01628132397720555,15
